,ts_code,name,main_business,business_scope
50,000066.SZ,中国长城,"主要产品:电脑及外设,技术服务.",计算机软件、硬件、终端及其外部设备、网络系统及系统集成、电子产品及零部件、金融机具、税控机具、计量仪表、安防产品、移动通讯设备、无线电话机(手机)、通信及网络产品、数字音视频产品的技术开发、销售及售后服务，并提供相关的技术和咨询服务(法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营)；投资兴办实业(具体项目另行申报)；自营进出口业务(具体按深贸营登证字第49号文执行)；房地产开发经营；房屋、设备等固定资产租赁(不含金融租赁)；物业管理及相关服务业务；国内商业、物资供销业(不含专营、专控、专卖商品)。(依法须经批准的项目，经相关部门批准后方可开展经营活动；法律、法规规定无需许可(审批)的，市场主体自主选择经营。)计算机软件、硬件、终端及其外部设备、网络系统及系统集成、电子产品及零部件、金融机具、税控机具、计量仪表、安防产品、移动通讯设备、无线电话机(手机)、通信及网络产品、数字音视频产品的生产、加工；经营自行开发的电子出版物、零售各类软件及电子出版物。
51,000068.SZ,华控赛格,"主要业务:节能环保,新材料行业主要产品:环保设备及材料,技术咨询规划服务,电子元器件",受托资产管理、投资咨询、企业管理咨询、经济信息咨询(不含限制项目)；市场营销策划；投资兴办实业(具体项目另行申报)；国内贸易(不含专营、专控、专卖商品)；货物及技术进出口业务。
52,000069.SZ,华侨城A,"主营业务为旅游综合,房地产和纸包装业务.",旅游及其关联产业的投资和管理；房地产开发；自有物业租赁；酒店管理；文化活动的组织策划；会展策划；旅游项目策划；旅游信息咨询；旅游工业品的销售；投资兴办实业(具体项目另行申报)；国内商业(不含专营、专控、专卖商品)；经营进出口业务(法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营)。
53,000070.SZ,特发信息,"主要产品:光缆,光传输设备,铝电解电容器,有线电视产品.",光纤、光缆、光纤预制棒、电子元器件、通讯设备、光器件、配线产品、宽带多媒体设备、光网络单元、高低压配电产品、开关电源、智能监控产品、智能终端产品、数据中心系列产品、综合布线产品、电力电缆、电力通信光缆、金具及附件的生产(生产项目另办执照)；通信设备系统工程的设计、安装、维护、调试，咨询，计算机软硬技术及软件工程的开发、销售、服务；计算机网络系统集成、通讯信息服务(不含限制项目)；国内商业、物资供销业(不含专营、专控、专卖商品)；电子商务；电子产品技术开发与销售；进出口贸易业务；自动化设备应用技术的开发；自有物业租赁，物业管理；机动车辆停放服务。
54,000078.SZ,海王生物,"主要业务:医药制造,医药商业流通.主要产品:银杏叶片,博宁,银得菲,海王金樽,海王牛初乳,α-2b干扰素,白介素,海王眼之宝,葡萄糖注射液,复方氨基酸注射液,复方甘草片(合剂),新福菌素针,海菊颗粒等.",生产经营生物化学原料、制品、试剂及其他相关制品(以上不含专营、专控和专卖商品)；自营进出口业务(按深贸管登证字第70号文规定执行)；开发生物化学产品和其他相关制品；投资兴办实业(具体项目另行申报)；房屋租赁；信息咨询(以上项目不涉及外商投资准入特别管理措施)；预包装食品(不含复热预包装食品)、乳制品(含婴幼儿配方乳粉)批发、医药专业领域内技术转让，技术咨询，技术服务。(以上项目不涉及外商投资准入特别管理措施)。
55,000088.SZ,盐田港,"主要业务:集装箱码头装卸业务,高速公路运输业务,隧道疏港运输业务,仓储,运输业务,商品混凝土生产业务.",码头的开发与经营；货物装卸与运输；港口配套交通设施建设与经营；港口配套仓储及工业设施建设与经营；港口配套生活服务设施的建设与经营；集装箱修理；转口贸易；经营进出口业务。
56,000089.SZ,深圳机场,主要业务:航空主业以及航空主业延伸出的非航空业务.,主营：航空客货地面运输及过港保障与服务；机场航空及其辅助设施投资业务；投资兴办实业；国内商业、物资供销业；国际、国内航空客货销售代理业务；仓储、包装、装卸搬运业务；深港旅客运输、深港航空货物驳运业务；海港客货运输过港保障与服务；物业出租、物业管理；机场范围内广告制作与发布；侯机楼、侯船楼内休闲、文化、餐饮、娱乐、商业、商务等综合服务。兼营：保税仓储业务；包机业务；航空邮件、航空特快专递业务；海关报关业务；航空咨询、旅游业务；机电安装、维修业务；实业开发；代理国内外广告设计、制作、发布业务；商务贸易、进出口业务。
57,000090.SZ,天健集团,"主营业务:房地产开发与经营,市政工程建设和管理.",提供与房地产开发与经营、建筑施工、城市服务等三大产业上下游相关的产品和服务。
58,000096.SZ,广聚能源,"主要业务:石油制品,液化石油气销售及电力投资.",兴办实业(具体项目另行申报)；国内商业、物资供销业(不含专营、专控、专卖商品)；投资电力企业(具体项目另报)；成品油(由分支机构经营)；经营液化石油气(限瓶装，经营场地另办执照)；进出口业务按《中华人民共和国进出口企业资格证书》办。
59,000099.SZ,中信海直,主要业务:通航飞行业务和维修业务.,甲类：通用航空包机飞行、石油服务、直升机引航、医疗救护；乙类：空中游览、直升机机外载荷飞行、人工降水、航空探矿、航空摄影、海洋监测、渔业飞行、城市消防、空中巡查、航空器代管；丙类：私用驾驶员执照培训、航空护林、空中拍照、空中广告、科学实验、气象探测；进出口业务；直升机机体、动力装置、机载设备、特种作业设备的维修、改装及技术服务；石油化工产品的仓储；非经营性危险货物运输(3)类【危险品名称：汽油(闪电<-18℃)；煤油】；机械设备的销售；无人机技术推广、驾驶员培训和应用数据服务及无人机系统设备研制与销售。
60,000100.SZ,TCL集团,"主要业务:多媒体电子业务,通信业务,电脑,家电,电气业务.主要产品:多媒体产品,其他家电产品,移动电话,电脑,电话机,电工产品,IT产品.",研究、开发、生产、销售：电子产品及通讯设备、新型光电、液晶显示器件、五金交电、VCD、DVD视盘机、建筑材料、普通机械，电子计算机技术服务，货运仓储(不含危险化学品)，影视器材维修，废旧物资回收，货物及技术进出口，创业投资业务及创业投资咨询，受托管理其他创业投资机构的创业投资资本，为创业企业提供创业管理服务，参与发起创业投资机构与投资管理顾问机构，不动产租赁、提供信息系统服务、提供会务服务、提供电子产品技术开发服务、软件产品的开发及销售、专利转让、代理报关服务、提供顾问服务、支付结算。
61,000150.SZ,宜华健康,主营业务:医疗机构运营及服务和养老社区运营及服务,医院后勤管理服务，医疗行业计算机软硬件的技术开发，养老产业项目投资、策划、服务；绿色有机食品产业项目投资、开发；节能环保产业项目投资、开发，高新技术产业项目投资、开发；医疗器械经营。对外投资；项目投资；资本经营管理和咨询。(依法须经批准的项目，经相关部门批准后方可开展经营活动。)
62,000151.SZ,中成股份,"主营业务:成套设备与技术进出口,一般贸易和境外实业投资.",对外派遣实施境外工程所需的劳务人员；进出口业务；承担我国对外经济技术援助项目和对外提供一般物资援助项目，承包各类境外工程和境内外资工程；提供经济、贸易、技术、信息的咨询和交流服务；成套设备和技术系统集成及相关技术服务；仓储；房屋租赁；向境外派遣各类劳务人员(不含港澳台地区)；销售食品；销售医疗器械、销售化妆品、洗漱用品及日用品；人才中介服务。
